idp,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month,id,company_rating,company_location,total_fleet_count,iata_approved
17771,Kiribati,Type F5,Quantum,ThetaBase Services,4.0,13,strict,9.0,false,false,1455.0,31751,17771,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,2.13,31751,1.0,Nicaragua,29.0,false
17771,Kiribati,Type F5,Quantum,ThetaBase Services,4.0,13,strict,9.0,false,false,1455.0,31751,17771,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,2.13,31751,1.0,Nicaragua,29.0,false
17771,Kiribati,Type F5,Quantum,ThetaBase Services,4.0,13,strict,9.0,false,false,1455.0,31751,17771,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,2.13,31751,1.0,Nicaragua,29.0,false
17771,Kiribati,Type F5,Quantum,ThetaBase Services,4.0,13,strict,9.0,false,false,1455.0,31751,17771,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,2.13,31751,1.0,Nicaragua,29.0,false
17771,Kiribati,Type F5,Quantum,ThetaBase Services,4.0,13,strict,9.0,false,false,1455.0,31751,17771,91.0,9.0,9.0,10.0,10.0,9.0,9.0,29,2.13,31751,1.0,Nicaragua,29.0,false
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
44456,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,3,strict,2.0,true,false,1624.0,27213,44456,92.0,10.0,9.0,10.0,10.0,10.0,9.0,79,5.79,27213,0.99,Jersey,7.0,true
30624,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1338.0,15355,30624,80.0,8.0,7.0,9.0,9.0,8.0,8.0,11,0.81,15355,0.9,Lebanon,2.0,false
30624,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,true,false,1338.0,15355,30624,80.0,8.0,7.0,9.0,9.0,8.0,8.0,11,0.81,15355,0.9,Lebanon,2.0,false
25130,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1117.0,45276,25130,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,45276,1.0,France,4.0,true
25130,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1117.0,45276,25130,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,45276,1.0,France,4.0,true
25130,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1117.0,45276,25130,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,45276,1.0,France,4.0,true
25130,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,false,false,1117.0,45276,25130,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07,45276,1.0,France,4.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
2218,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,false,false,2027.0,31594,2218,96.0,10.0,9.0,10.0,10.0,10.0,10.0,15,1.13,31594,1.0,Philippines,19.0,true
51158,Malta,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,false,false,2547.0,17846,51158,96.0,10.0,9.0,10.0,10.0,10.0,10.0,5,0.37,17846,0.75,Brazil,1.0,false
43399,United Kingdom,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1325.0,46234,43399,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,2.55,46234,1.0,Sao Tome and Principe,3.0,false
43399,United Kingdom,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1325.0,46234,43399,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,2.55,46234,1.0,Sao Tome and Principe,3.0,false
43399,United Kingdom,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,true,false,1325.0,46234,43399,99.0,10.0,10.0,10.0,10.0,10.0,10.0,35,2.55,46234,1.0,Sao Tome and Principe,3.0,false
63820,United Kingdom,Type F5,Plasma,ThetaBase Services,3.0,5,strict,2.0,false,false,2547.0,38621,63820,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.09,38621,1.0,Tanzania,1.0,false
20495,Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,true,false,2950.0,46118,20495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,1.8,46118,1.0,Nicaragua,11.0,false
20495,Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,true,false,2950.0,46118,20495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,1.8,46118,1.0,Nicaragua,11.0,false
20495,Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,true,false,2950.0,46118,20495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,1.8,46118,1.0,Nicaragua,11.0,false
20495,Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,true,false,2950.0,46118,20495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,1.8,46118,1.0,Nicaragua,11.0,false
20495,Barbados,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,true,false,2950.0,46118,20495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,1.8,46118,1.0,Nicaragua,11.0,false
41058,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,false,false,1624.0,37424,41058,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.08,37424,0.5,Sao Tome and Principe,1.0,false
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
17204,Barbados,Type F5,Plasma,ThetaBase Services,3.0,9,strict,5.0,false,false,3860.0,45000,17204,60.0,10.0,4.0,8.0,10.0,10.0,4.0,1,0.08,45000,1.0,Montserrat,10.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
71497,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,false,false,1897.0,10711,71497,96.0,10.0,10.0,10.0,10.0,10.0,10.0,25,1.97,10711,0.93,Uganda,108.0,true
